uuid,default_pred
983c67bb-c9f5-4055-8c09-18185e9d20d8,0.16827826
561acebb-36ab-417a-a691-11ea661e016f,0.12414615
2990b66b-4076-4a46-8185-19bca640ef72,0.28016293
4dbd552a-82ad-447f-b210-a53158abce98,0.062306825
5c5ba359-1f35-4f98-841c-6f51971646cd,0.020241631
9dba54ee-0929-4af0-8f0c-1e9ae04e07a8,0.019942135
0248f139-280b-4083-82e7-b8674600e6c7,0.45739502
dff33805-1d66-465b-b323-1a25e267a80b,0.19657692
9b6ef740-33d2-43fe-b91f-2c2e5ee4dc1b,0.2097727
654be8be-39e6-438f-82da-e0bf2dea41d4,0.2523324
ea7f0510-3d59-4fac-bbd7-99be34095e5e,0.0065868883
32285161-9057-4bd5-8950-06ebfbc5c716,0.41995686
97a9aae2-fae2-4b73-9af6-03db50c5874a,0.5832637
33a7fc36-06c4-400c-a753-c1afa581f478,0.5605369
75f0c055-38d8-45aa-8649-11b5c45afdb5,0.036311176
1172d874-1427-4506-a459-d4aec6255003,0.4793311
9115ea81-2396-4d43-a449-5d44cb3a14c8,0.14474133
6394f6b2-6ab7-4963-89ab-166d77cb7aad,0.4112169
3718f039-a8a0-4053-a225-7c73f1564ddf,0.050898395
0eab83c9-c3fb-4814-b1a8-6740ebfdd556,0.038509768
6c09ecd3-45c9-4c46-a8b0-5822a65a85c5,0.42155668
60d2c127-c103-4294-b61c-99e2c5502199,0.3754803
ba619359-b5e7-40a7-a6a0-2407390e573c,0.26505074
8e8544e7-1c00-40d9-b100-0e02b50ce8c1,0.13358717
6cf674b2-b2a5-46a8-95cd-462258e05d57,0.4006821
a005fd93-7c57-46cd-9814-2a28fe3f958c,0.26353815
63d0d711-5943-41dd-89fa-d6339058f0a8,0.5864355
d40beadc-6ccc-4872-bb63-7ce32a45e500,0.5303094
4ad6f5f1-9865-451a-a9d4-4c26f73e79e6,0.050893016
eac06b8f-5759-4406-92ca-9581c4fce308,0.08732832
747e48f5-f015-4370-a34b-36cf35498aba,0.16015778
96f18bd7-f5e1-440d-ab18-e47e5af98387,0.11301741
c7baaacd-2ff5-4b8b-a579-002413f43361,0.19754425
40ec2466-598b-423b-9096-16a03dfade13,0.18215062
740ccfd3-bb78-4cf4-8b00-b7c8f66fe35b,0.01672101
bf8f2d91-364e-435f-8247-43b379c64f82,0.14055017
03f4242d-fd94-4aa5-b1f2-e1ea6a03d38a,0.6129972
c62ae55d-5224-413d-80e3-355ce66b4ea9,0.5612001
cc28d5d0-894b-4be8-8468-485bb75c30cd,0.22962527
f0f1d14a-a944-4549-a5f1-90af97a2c888,0.034914356
ebc9001c-a652-4440-ba62-aad363117fe6,0.047757715
d9c5e146-b1b5-4b40-a791-5adef2d58ef2,0.5017312
d845ae4b-af2b-4b81-8170-e43a5d9001e0,0.111180946
aef8a511-67dc-402b-b90f-06fad006bb56,0.48185024
1d2629dd-210c-4d63-89f0-21e9c3b50882,0.025745444
1b6d0dfc-4f36-4851-a259-5322263383ed,0.111646846
a523ef75-80a6-4021-a49e-f7c6a8b0ae0c,0.639346
ab024aa5-c16e-4278-be2a-0b97852b5300,0.32613936
a0e602ae-a2fd-4c8c-b72b-4ae09755a09b,0.029821487
ef2d0669-fd50-4e70-849c-5bd1c13ded70,0.85163456
037ebcaa-d414-476d-b2bf-be1d3047fd6c,0.3885279
4ed12e9d-7498-4e81-9b10-012039efd973,0.10210519
0f62095b-014d-4b6a-ae75-050fbcbb35c9,0.03716497
d4c1e1f7-a648-40c8-9293-6886a5882fed,0.118544996
92f42217-d11a-4caf-8443-85940249571a,0.6333902
c868c94f-bd44-407d-9362-4a951b27515f,0.034734994
ad8b611e-6357-47f7-ac76-789d9ea7eccb,0.3529424
7f05cae9-ea57-4463-8cce-09cd8bb06578,0.1480317
8c616bff-8897-45fb-b4f8-4585ad0f633f,0.32388481
f936e1e8-ea97-43b8-9f92-e2f404e1b7ba,0.03211766
76cf8b8b-2789-4e93-9d88-c3df698ba243,0.67331237
fbdc68eb-32e7-442f-939d-571419a7c446,0.049231708
6fabc160-c8c4-4ad1-bb0b-984dd31cdb80,0.10077655
bcec00e6-3e63-461d-af98-38db56f2d9c2,0.20227149
871152af-fef8-4e5f-839a-1aa70c232e50,0.49941263
9d9a8d34-0d52-46c8-93f2-add300577669,0.005609768
9e8787e3-d60e-4538-988e-89ddf28f3af0,0.18324956
efa59cbd-8e30-49d5-acd9-a1804671e18b,0.4075255
48df0566-3191-4fe5-bb2d-83259b3cc15f,0.06780774
2d0c357b-6fbd-483c-aad9-7fd101bc3665,0.38675672
d589587f-cb4c-47fe-b80a-27f26991920f,0.1339217
0929a492-8f53-4d38-9bd2-436b11f6c293,0.010862267
9daa2a36-90d5-4902-8549-cdffe1e6214c,0.13907394
598cacca-7dd0-4a99-af11-dd3a2e8463e9,0.1832973
16ef2b3f-9e17-44a0-b074-dd6dd55bc43c,0.067580424
459d2aa6-3e97-4b90-a008-c838a3d9356a,0.24466024
5ef741df-4d9a-451d-8b04-4d35b26c96a1,0.1517294
57a6818a-5061-400f-b412-0b4af3d81c76,0.08666995
493177b4-a86d-4e27-a011-0391c564c919,0.32208607
76c4fd04-d29a-4080-ae43-a584afc9cfae,0.10229842
69d2665c-d539-433d-8f3a-a8e5659d575f,0.2484659
ffa2e532-f3b8-47f6-b6e0-80ac4401c7fe,0.5581979
c94ab2e6-e066-4f33-b99e-cdbeac3f350f,0.017682664
0527dc8d-4e28-4fa0-be58-866633cd188f,0.5973848
977da504-4708-4606-983b-349e0dfec1e4,0.32044426
fedc36be-82e5-4908-934f-2f1fe19dfb26,0.09305837
bcc76587-efdf-4a44-a124-e823393001b0,0.03134221
2b7257ed-95b3-4d49-9262-f7b0a6dd16a3,0.118425116
ee3e776d-000b-4d6c-ad90-6957113b731c,0.013217068
fcb937ad-a34a-4373-a002-7ba772d86a6f,0.23398611
753b8b65-22c3-463b-9372-b93dda6e99a8,0.028256578
a13b038f-738e-43d6-9984-c665771307a8,0.04663563
d2e5b517-048e-4d60-bf78-e3a77c5cec3d,0.20083883
1f7ea40c-146c-4bb1-a224-70e54f73dcf9,0.008287549
78cc3770-5051-450a-b47c-b1514ab95ca1,0.7412083
6aeb1ff5-cb78-4064-8970-b6e1979dab53,0.2494445
a48b8f51-6266-417d-8563-d7e555b13078,0.073961236
e7c9a627-369d-4caa-a933-336ba072eba4,0.31536284
b58a8704-6358-4b42-b0c0-1bbd21333188,0.57430106
4043c448-505c-419a-90d2-edcbd46c8eca,0.06171213
6a7a7743-5d6c-4bf6-a0cc-2e771da6dc4e,0.09323408
ab667c4c-89ff-49c0-a295-01ce4ba28224,0.18193343
56a2638c-1e6c-401b-9218-5fcf6f63912f,0.022176689
25a3ad69-3833-40f8-b19f-83bbab3275ff,0.06709857
d5edbaba-2bae-4727-9311-0e47cd2a19cf,0.035849065
191a234f-3ec2-442f-a0c5-12dd7b12ef18,0.56143785
9f6a9542-cc10-4ab6-bddc-b779fef779bf,0.063157365
c47365b8-2264-4adb-81ab-ba322bcc02f0,0.10873662
3b2a83a1-0ec6-4ee7-93ed-d9a581892c9e,0.10698107
ca930569-2f19-421a-bfd9-aaa6f9bdad6d,0.103485316
3995a5a1-15b1-48ef-b784-559302add4c8,0.031105127
8617ae56-f483-473e-907d-cba6ae5d23b8,0.023939997
8bb8e4a9-7438-44ed-bdb0-d7287e2af11c,0.07059314
cc3c4a01-8e53-463a-9034-772d12f051bb,0.019829717
bbd90b41-79de-408e-87c9-6ebcf20645ea,0.04379367
2cf19279-f925-4bac-982e-b13b44fed9da,0.083868176
8da2e124-1056-4667-a43d-b75682647545,0.14048463
137ccd31-6b52-45a8-8cff-6da928c08022,0.026148327
d03fefb9-6ac5-4548-8231-c1a2ad208ba7,0.69723386
74dcf6a5-6364-4624-96e2-7c7c422854aa,0.12094732
f5fc02a9-41ac-4841-816c-ed83d60e08c9,0.031720046
0608b335-bf0c-46f8-9291-7f06a27ca61c,0.22452904
62ade7ee-fe43-4788-af4e-e1f45f473558,0.50233454
6ab8aa41-2d02-4c9e-9d6f-f0e706b7e96b,0.017551014
5f082ae6-e299-4931-831c-82bb5ef4df0a,0.463772
0b537ea1-5833-4dc3-8c32-08df6a259d71,0.30524153
8d21e767-9ab3-43d2-904b-ee35bc65501e,0.16613944
7c138ee3-a3ee-4821-846a-de279bf75f78,0.06089728
e4f1ca7d-27ae-40af-80b6-0dfef4c7cc75,0.53419363
578465b2-8ac7-4fcb-869b-b3db2b8d64ca,0.7877378
ceab8415-eea9-489f-b51c-885c8f5fff85,0.19819522
2a8bdda1-a74e-49ec-8076-33af5465d4ce,0.20797603
1930b15f-6b3a-4d3d-88ba-2eb03d52476c,0.08838723
10ff83ee-9564-49b2-bf22-93b80a2f603a,0.17507537
0b5d71bd-f217-4adf-a5e2-9268489cef7a,0.16905373
fa16c198-8fdd-4c30-acf2-6dd715f491f5,0.014629357
68c26442-74c1-47e4-a09f-baaba9703bbd,0.08799254
f7279060-92a7-4909-843b-5be1e37a16f9,0.09803106
7a1a360c-91ee-4c50-9dd4-68597d25e262,0.11715662
1fdb4e78-4da4-4aa5-8a50-7c697ec4187a,0.15797067
6ba05307-364a-4e58-ad59-e94d09a08d1e,0.64056563
15bd2c3b-2123-4b20-b0b1-b6b3d8975d50,0.023924096
3622a9ac-3c64-4a41-bfab-636a78f2b118,0.15648416
421ba10b-8d7f-4570-b128-6e9b31216a7a,0.29977423
9df32fc0-561c-4b97-b2cf-5d4ec5691b60,0.25110024
4e2285fe-376b-4a98-9446-b63260a63579,0.32208607
02543180-71be-45d6-9b62-35cb645c0819,0.17346877
c9ccb0f4-eed9-4372-b7ba-9c99e4da63f4,0.13699064
1fcc05c0-539c-4b7e-9e9a-308f82ad3aaf,0.45970848
4b00cad9-c1bb-4959-8ee6-c5929f27ceb1,0.088085346
6b328535-a47a-4fdb-98f2-f2ac8d74af14,0.35713834
298bd165-cc86-49a9-911d-1b9fe9905eec,0.019023614
ac8527da-836a-47c8-ac6b-281973ad3a31,0.07353558
7478ebf6-d841-4c35-a98f-2eb1006f6f6e,0.18197882
04df50db-9071-4e66-8e32-a6f93805bd92,0.4392412
529c9b5c-4614-4d63-bcc9-90b334840adb,0.20732723
4413aa20-7492-404a-855e-3d73ad84afb9,0.17227055
9cf233d1-39f6-486d-9aa6-8632566db48a,0.31036246
dde55620-e711-4f53-85f2-fad9a3fe5c46,0.26497138
c6e64ad3-f6aa-4884-91a7-b9ace9e087ba,0.26353815
aca50f31-55f0-48b5-93d1-e0897f892ff7,0.0044694534
0d9ad248-8601-476e-972f-8bedcbcf7206,0.029511582
8ccb65c1-3555-4754-992c-0c4c82bffeb1,0.36471245
5efaab07-0e2c-4650-a828-a4d06629ff72,0.09790513
f2f63b76-3d1b-4c50-855e-b66cb9902e31,0.04444251
10d62e92-a446-4dc1-9f00-dd9959c739c9,0.04767235
43250ca2-3388-4717-b26a-b36f7fc70d78,0.3525259
3eee100d-f4cc-4098-b2c6-783eefd9b352,0.45765135
90c08db5-33aa-44ee-9ca5-833c2a725f26,0.13583218
ab263986-c27c-4b26-8540-7a49ec9dcead,0.25830618
145f7bba-81ec-46aa-be02-2bb07ae276ba,0.052695476
57b738a6-8019-4690-92bd-86e5e4da463e,0.5494296
a7149bd8-7c8b-4901-af80-03168cb556a7,0.032293346
3fb83ed0-a171-4aed-a5b3-1816aae0a6ca,0.12214307
00860624-0f2e-45fe-9894-de916ef4d0d1,0.025203755
595b7a9f-d1a0-4a81-b0b5-3c4d40da55c4,0.08680312
c2612c47-b01a-419f-b006-b37dd68c357f,0.10952297
abf0be86-294f-4a94-9155-119210336aec,0.11219059
4100d82c-f548-4674-93bb-de4da0a79e28,0.23593758
a908e788-5136-48c7-b2d1-c64bf1bd0628,0.17888267
edf3faeb-fb64-4b3b-9cdf-eae67a54de20,0.11067285
798ebbc2-2657-4094-b19e-1989389052cb,0.21551922
57fcbd66-230d-4ba7-80d1-80bdff3060d6,0.2875076
8dc0c383-99fc-44c8-895c-dee1fe8de319,0.008823853
1610a829-3f76-451f-81fd-46a8196f611c,0.20815861
55a29cb3-dfce-4288-9b45-d84e2a75a06e,0.0053267656
c099dacd-7d58-4c7a-a1bf-77b71516a777,0.024119616
cb1eab15-3937-4c07-a8ea-d6ac74cc382f,0.041298646
bc7295ad-6c72-412e-addf-cc244dece122,0.051493544
d8bed704-8791-4671-b920-2e45e7cd282d,0.53759694
9979c86e-b7b1-4a66-a57c-f0bc1bd4db5b,0.044371665
238ddb0f-34f2-4313-9d74-07c30173c839,0.5247145
d982be30-7b38-4b54-8438-517a35781bf8,0.11528337
f641f388-377a-4c58-a336-00b858fc0b76,0.12146725
e621d2cb-8e8b-4bd9-9f12-4839b01c374d,0.2751392
ba2cea0d-5180-450d-841c-aa939fa8e869,0.0037332806
2716a674-dcad-47a0-b59f-470a8760b154,0.40540016
67bfe0a0-ab05-4ca6-9a78-978b54b7398d,0.0037993167
cd9618c5-e449-4637-9df6-ec9112d4b13a,0.69704235
0f00fe10-5d79-4df4-9c7c-adb7d7a63072,0.005287199
8aa0189f-88af-4705-8059-8fcf7c77dafd,0.052948143
2aeb11e0-0c2d-4213-b0a3-0a5def5cf776,0.36318344
895bfd22-1b44-4839-bc6d-7f5de709e9e2,0.12495391
8f2ed31a-0e66-4c50-ae6f-d8f4214378d4,0.10925394
3a9cc451-eb30-4edd-bd12-03b33bba439c,0.24029957
b11dd4df-f3b2-4085-92f1-e7e2724d990a,0.48723948
78011d50-9c8a-4fec-84eb-12d79e34ae03,0.5377499
73afbfa0-7afa-48dc-aa31-da1f7fb1609e,0.21527469
04625697-9290-4805-83b7-73b881a19826,0.0059642904
07d2d797-52c1-44d6-8a9c-a82e57839da1,0.06275654
5d6f0b7d-26b6-4910-b8d9-1c83a2f2dd48,0.012664204
0f6c4dae-1a59-440d-a5b3-a83a1cb68365,0.27879742
48c5018c-16c2-417b-b0f5-31509eff74a0,0.01720114
b36cab6c-1e4e-4c16-bcfd-ea41691e0d4f,0.81933033
b9f84a31-65c4-44aa-ac5b-aaf5f5dfa9de,0.4716229
e3c4ec04-87a9-456d-918c-4d43faa41209,0.14188363
64df3a7a-f898-4f23-8a28-3f0eeaefcacc,0.11019988
2d9ca646-3dd8-4aff-b091-c6a57387ecd1,0.27340114
3227980b-de1b-4b24-a00e-af38abf048d3,0.25248903
537b419d-52c9-45a1-a1e9-d687760cbad9,0.19381362
d4fd8bf8-de8c-4759-898a-8641947c08dc,0.3305114
f5d0d513-85f3-4d51-b908-f6acd26ea9f3,0.14392231
b308f27c-b54f-4cba-a4b0-d8809b226686,0.21362422
b1708923-c439-4ff7-adef-528d4ec1b8bf,0.32069778
28f74e86-5e41-4725-9495-7fddf3383c40,0.2535677
8fc38deb-465c-4ece-95ad-f839020ba707,0.03839099
865cdeac-cb2a-4da5-8289-953551d24fc4,0.25110024
52ce1e57-1fe7-438b-95ab-3f635fbd042f,0.30240434
ce11f9e3-c36d-4344-8a70-eaa6a538c24f,0.15802796
1f6a15e8-8072-4956-8fa7-88641aca4353,0.02277561
4203708d-7120-4ad2-b82e-eac144926247,0.14514676
d28fc7e0-4140-480c-9228-84d0ce44a47b,0.14515716
c8697c96-bd1d-4839-ac8c-f55f9b3280ed,0.34852967
3e2db9ea-51f9-4704-9325-9562e9828410,0.033225775
b7fd9e18-e5b9-40a4-9e95-927db7c87ffa,0.127998
85254146-26ec-4018-93cf-a5eeb233dc68,0.24372588
afe5b5cf-5497-480a-bd51-9e9f520f01bb,0.5927227
e44f5d02-9a32-47d4-bad2-608bd4068cf6,0.37033698
d19b0cb2-27c7-4905-8f3d-30aad89eab34,0.2992219
74923dc2-edad-4911-b025-e4812b59ee97,0.04457175
57768d84-4c3e-4fa9-a487-2071b3487f07,0.25243923
9f0e15d0-4706-462c-85a6-389e97affc08,0.12569405
45b9c188-e1c9-4d48-8975-e738b14bb819,0.074201316
b447bc2f-7e1a-45a1-9165-4e8d8c512cea,0.47861138
f72b9757-5fa0-4dbf-8468-334bf6e11017,0.048060913
a9774a64-1f38-44c0-bc9f-1200ccb6bcfc,0.24499394
45c0fb36-2447-4ece-8907-bbe587a3c4d8,0.28421155
e74a0ade-e113-4a2c-b6f7-bd283980b837,0.026971307
c8185413-3550-4b63-8a5d-619c77c97d2a,0.6459728
dd72192d-c28b-45d4-be34-cf1d935827b0,0.08036607
060fdda4-338f-47c5-bbe5-1848f21c5598,0.017008295
93522aa6-a763-45c0-9db3-dcd910224b20,0.16515318
1d3d7da3-5660-44dc-9eb8-b474e7d333b7,0.25216144
3911f99d-d4d6-4aa0-b57d-24b1c5333965,0.07724597
951c59de-8c2e-4c33-b71c-d52d3eafcd37,0.08278132
18503922-8ab5-4cd0-b455-9aeafbf4ac02,0.15552396
d6020dcf-ba3c-4b40-8bd7-423995373303,0.06590782
1ccb2c22-f5c2-4489-aaec-954979e54a78,0.34867272
6a116985-d844-4f4d-8dc1-4a079d71c290,0.0105178505
69f122f0-2f91-426b-84de-73e6b1555c8a,0.083937176
4b3c3940-18b5-47c9-8162-929c6834d380,0.043430977
36d3e0e2-8143-4dd9-9a20-eaeb50b1b628,0.06310522
926c35e8-8940-471c-8654-c893579d45a7,0.15107374
900e0f36-8302-40d3-866a-53410c30d344,0.11473595
e73ddb46-9b68-4bc2-8444-bc45a462372a,0.65161866
7bd631bb-5112-42b2-8b2a-0cced2ae7b13,0.005599196
7e7df231-47a1-4fc9-a256-ad006b4f3f75,0.115631364
4f248f62-3cd6-4520-8f14-5078a0c06149,0.04150332
2b3c0198-b528-4cd3-8942-10d3b0f142e7,0.0983039
9db0de11-b0cc-424f-91d1-de70d0feddd1,0.6663019
7d106f9c-eee3-47ae-9a17-bbba1c1b7c7d,0.2817264
91c1a3d1-94f8-45bd-a843-acbb641399eb,0.04743867
570237e6-b0c2-4afa-a08d-fcc2c6bcdb12,0.619061
4a01a089-ff5c-4239-8544-6d73afcd3c39,0.105682366
56da0aa3-3492-494e-aed0-aaf61d557ea5,0.18938181
555d8d00-3245-4322-a7d6-198acf7b97ad,0.04263233
3ad697ad-2170-4b6e-af1a-618638560296,0.21355975
9d4bd8b9-bbe2-4da0-8bcd-067fcfdfaf87,0.087037645
be2fa51e-d378-491d-a7fb-e9d2eec63998,0.25978664
2083bbaf-42cf-48bc-8646-6e7e1a86886c,0.261143
f610affc-d2fd-444d-be47-e4d964af1af3,0.20524438
44396bbd-b7b9-4d27-ac08-82fb6441331b,0.100797325
2317c37b-bfaa-4023-9a34-838aefc34bd0,0.05324386
a8d875da-0ee1-4627-8a73-7cf294a2d570,0.165594
5750d65e-784f-4b07-8826-b45dadbe5d58,0.005795057
fb86cb9b-3165-4add-833b-f4092fb0031a,0.07022072
72de7613-bfa8-4953-b3b2-bd9088261c0c,0.32227263
55bdda37-fc90-460b-a5a9-fd8546694894,0.27539772
62bc5fda-7ac9-4feb-9e29-b1d5bcbd9a7b,0.074593574
da3a26d2-953e-4dd3-8b05-a05b0be200a7,0.06340508
384e1f8f-adb6-4367-941d-96470598d64f,0.26505074
fdda9f39-30b7-42ff-b271-7327b2cbfc2e,0.02412509
abfe7327-ac79-49f8-ac28-b6d5298d8346,0.00538738
3d62e0e2-a43e-41ed-8a8d-c9923092ceaa,0.4337811
ceebef29-bfe6-411b-bf53-36cd6a3872e3,0.2732797
03f6db23-1f0b-48cc-aeb0-967669f6fbfe,0.322195
8d7ecc97-c19c-4e31-9bb6-c092524fb092,0.48658705
9b3300de-f619-4338-b39c-89a963338b9a,0.044582948
cc00498d-73cb-4364-859d-0a855f38bdc7,0.032142874
22bf19a6-32ef-4651-8677-5de5b98bf50f,0.024925172
ce16bfe3-20ea-4534-b613-a796ae819a99,0.09864422
fcbde348-9160-4690-84f8-808acf044ba9,0.04457834
361359b7-fa21-4747-88b5-cdc67666ef35,0.49169374
10eac0f3-bde2-4d2e-bbd7-66d17f9f97bf,0.049534082
8b0d8d05-c656-407d-9d72-4c2b16410560,0.5742956
6d4da976-12ac-4bba-a995-a41230cd6313,0.4200546
1020a3f0-78fd-404a-b44b-08cfa3af643d,0.19908577
42d107bc-e981-4038-920e-4503cd32e59e,0.7263221
9011d033-2fc3-4742-8a9a-9ec87bed769e,0.57261723
24b21913-8761-4f96-93de-7b007af26202,0.22674228
56ebb5e5-8983-4d3a-8e49-8658052b2570,0.12327359
7f988247-ef3e-47df-9133-61e26a936fca,0.47559062
c0e50e3c-21c3-43b7-a21c-058ec3135366,0.36460197
f3ae9137-1503-421f-abec-2508225c46ed,0.0681106
96a39d9f-2341-48a7-ba1a-7a7aa083dbc1,0.38988623
dc3e146b-d67f-4931-bb35-95a167d2acaa,0.07933985
f885f1cc-fa89-491f-a293-aea46d5c6c81,0.13737558
1b3f9105-0521-49c3-955d-542470f1e4a8,0.7840642
2c9e5bc3-cf7c-4db5-a560-d5625efa33ec,0.1581354
87307a8c-dc29-4f38-99eb-4baf641a73e8,0.31034565
f89a9f2e-db63-4f6e-a3b9-9e378c11bb5d,0.0059843054
434357b3-42fc-445b-bd4b-62ec22f1cc9f,0.056747377
4a42975d-ab6b-42cb-ba3a-34d188698d5e,0.13278043
40e4ae8e-25fc-4e38-a7f2-f16f4a8e12e0,0.3190793
df9d49f5-42fd-468b-a862-9e579040ace2,0.12986875
aae525a3-9934-42e3-aa12-c691fbe3f970,0.12646726
d08540d9-008d-4b46-aef8-c3299091f250,0.020903451
e16eef54-f9b9-4ca7-b240-8c339d939e0e,0.25762734
ed034486-266d-4416-9481-47eb3dca6f46,0.26497138
